area_code,plan,n_sms,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,customer_service_calls,customer_service_rating,customer_hapiness,churn
3.0,2.0,299,902.850300889211,120,58.01178920702647,736.426725485245,273,30.011751672565783,116.72384649491168,61,0.0,0,8,0.3674811497349396,0
1.0,3.0,599,1071.5349872856173,140,46.07229426452617,696.1252084795123,191,16.01037131104247,231.426163476289,31,47.08952165603762,47,7,0.2404063763900797,0
9.0,2.0,122,918.9548914047848,168,7.210217963097949,801.2966447533673,277,24.452511780573364,237.6299554630112,27,15.75687318587148,0,4,0.5363466580748765,0
4.0,2.0,473,278.1733343817746,206,25.81626142211567,642.0156016772125,146,27.64544858091837,196.2329984698417,58,0.0,0,8,0.0754584415028951,0
3.0,2.0,361,889.7405241509357,0,41.91847939619316,517.2341234195076,184,3.3189962617656064,281.46888778132376,43,16.348756007870403,38,6,0.0635513745880994,0
2.0,1.0,187,340.50048139781694,180,43.45217677551451,397.6069382486701,136,35.253744756260694,240.45332158594368,57,0.0,0,8,0.6554068259623297,0
5.0,2.0,483,1231.5967849578767,140,34.678056318423224,688.065148309753,146,39.53866343554994,200.64493058964743,20,49.06665726353824,0,7,0.1911341630498577,0
4.0,3.0,69,1008.8126121858286,178,56.05482315554215,549.9309008591448,190,20.84990109188672,238.7551318604096,63,0.0,0,9,0.2749340946967905,0
3.0,2.0,0,692.8432702705511,114,50.58167785057115,131.85488498264675,95,28.69973180906402,256.0168437174429,29,26.4863700913359,2,8,0.9666236749863496,0
8.0,3.0,0,857.0246819141763,160,97.2746088388464,902.1012433924692,212,28.060123874148747,177.02618330858422,67,27.5447878507321,7,7,0.2163659517836158,0
5.0,3.0,381,1154.092400581843,192,60.69433993124237,430.5308732701152,144,32.18635035019513,116.44732562927004,99,27.14094535649216,0,8,0.9591207303590392,0
1.0,2.0,251,835.2983096146693,93,39.36604225029892,583.0725488096474,51,36.17577681755373,302.0907992177485,66,6.988281361811912,53,9,0.0811268289009277,1
5.0,1.0,0,1282.617376253631,134,42.96437554436498,935.571170446304,213,37.20384668049086,196.42112715687588,57,0.0,15,8,0.2226729711382545,0
8.0,1.0,428,1490.7906290680023,0,64.91454276657574,905.931439205327,194,32.97010521790674,256.2231947491381,35,0.6533620175203457,29,9,0.5900489873828718,0
4.0,2.0,415,606.8236420130587,218,34.090838241639915,644.1147856111281,164,45.48420714846641,277.8614860195408,90,49.060022253456175,30,6,0.2616376461309788,0
8.0,1.0,197,1207.8816867050052,99,33.390618458457595,495.6549472039044,157,29.954126685700604,258.8773120200189,66,0.0,31,8,0.341660615255706,0
4.0,1.0,31,1367.7278900188303,131,50.20087493595594,296.8204480964464,99,24.07662765033148,139.35488254356758,44,0.0,24,10,0.4957454104846773,0
1.0,3.0,527,1258.947870253303,215,57.92266819433385,852.0269619329249,233,34.21510971265707,302.1260395419504,40,0.0,1,5,0.6470282474621604,0
5.0,2.0,266,1397.5804182013107,202,58.26632295160413,289.4814449574687,190,39.1324758218604,225.54633910569143,46,14.662577300707778,0,3,0.9316755013980916,0
7.0,1.0,438,511.80860728244346,149,63.09143214587386,774.5045737729511,148,59.53158351759066,268.64288788342054,65,0.0,23,10,0.4783849368254148,0
7.0,2.0,0,472.687253951039,214,40.91807720569133,595.8594930211902,179,19.669628260312333,297.2210886166592,58,0.0,18,9,0.3581267237800756,0
8.0,2.0,180,919.6624339238418,110,33.675862574606114,609.6150033770946,184,28.24324578799783,115.1872537803734,71,0.0,17,7,0.6626902839784641,0
2.0,2.0,379,789.3671699032755,114,13.008443603119796,449.2478748037653,77,28.848401895737453,223.3582098732063,55,10.772278179510224,25,10,0.7725199716695775,0
3.0,2.0,398,997.0478640263818,107,52.66733275193032,451.3204683228402,161,25.002545826134742,210.80011381125908,29,25.96907918714446,20,6,0.8665436816604828,0
7.0,3.0,288,1090.8093123025412,232,42.4177696087476,608.2696547903687,84,28.24962498200869,165.69169622036034,79,0.0,48,7,0.5846324655967294,0
4.0,3.0,303,687.5631636192431,155,22.443788901248432,398.7369569249112,191,15.221038008726682,196.75615454783667,83,0.0,0,4,0.7514229075576463,0
9.0,1.0,0,411.1581007041824,139,55.00475315608456,821.4739970089499,149,26.99621301959452,196.87054196566024,91,4.082574529534474,16,10,0.3116984300712166,0
6.0,3.0,737,1090.5807029667576,166,34.478032260198674,1034.166915342258,239,25.10167962800598,220.46280835053184,76,0.0,0,10,0.6162137154042442,0
7.0,1.0,624,427.8257926234909,106,30.591667698013087,764.6186629964651,150,23.51615944870413,300.85349357637114,53,1.370107237962124,79,10,0.4034832088220562,1
9.0,3.0,341,627.278380923653,125,32.27228480378629,586.7070200919229,210,8.55908080906639,220.55777255619293,30,35.650849223717564,17,10,0.9574033226245808,0
6.0,1.0,370,641.9468875121472,270,49.52135330941983,749.7964725777307,165,25.927877459508444,269.6017646863651,69,0.1482520937610597,0,8,0.9545042231957114,0
9.0,1.0,8,202.63834281609783,160,25.969600458108065,690.0674625188394,168,31.485416058977307,134.81051014409516,59,14.558144839161578,0,7,0.9390322897013046,0
3.0,1.0,300,775.5135005513694,180,35.31500489719089,639.2440242333863,78,22.77518595706545,177.9115269647324,20,0.0,0,6,0.5627951221321708,0
9.0,2.0,779,363.4786247957962,0,62.55311910436808,648.2409664926738,277,28.63162487768328,145.08003663909815,77,62.23643170187496,0,7,0.3056242580291786,0
8.0,3.0,308,577.9909013356804,188,41.53043846476665,530.2103082668365,104,19.350628923676,247.47215295117616,77,17.919350323363165,33,5,0.8880238608179395,0
2.0,1.0,0,257.9018887384664,114,56.058202191436806,438.1302088319876,49,28.066657561003773,87.95178886888553,50,47.62500939519372,0,6,0.1902821432744235,0
5.0,2.0,66,903.031810263817,160,54.28460997177961,750.0796077113764,115,29.079818027770933,143.93063889244308,64,48.62662223974272,10,6,0.301425520898183,0
6.0,2.0,371,390.4975715750426,106,31.80310174295013,506.4390361936457,213,33.30265684606747,266.28749593674166,42,30.51182424682337,0,5,0.3035178941954636,0
4.0,3.0,612,622.8550517156211,181,59.42207520151253,595.6063063177071,69,32.50618477970325,152.42926370167137,94,29.013643114974894,42,8,0.1342024212247263,0
9.0,3.0,773,166.73163192663898,117,30.29265411450213,528.8045649144476,186,44.47174889392056,228.59751048329343,18,30.388567179209463,0,6,0.1036340102189072,0
8.0,1.0,802,997.7186035072896,177,45.588319463460245,318.8838081623963,143,22.56254894369619,259.20425665453035,75,34.18850682016969,0,8,0.278680320352765,0
4.0,1.0,348,1231.643996072376,197,51.58094799247525,172.70208213755237,96,37.06126692805588,198.96285146474992,76,49.094715664941305,0,7,0.2200411546205269,0
1.0,1.0,292,864.7520403052519,183,30.31506178734821,523.6696042155421,219,42.391034384536304,291.1154327465531,86,56.05828118385757,12,9,0.721056805913752,0
3.0,2.0,242,1300.7825332923758,148,25.99724430266679,426.8963856204981,80,45.55652000797165,283.4848790141255,53,39.089424151237175,0,3,0.3355871190060014,0
9.0,2.0,236,978.18329906666,266,57.70098020448097,712.9379616621859,79,18.652541477974417,276.04253483897395,68,12.735929858230312,31,9,0.489153923998656,0
7.0,3.0,15,1238.187511178763,67,72.69276689784112,695.7838662213073,169,27.254968839714557,275.6060990400324,85,0.0,23,6,0.8814169119691477,0
9.0,2.0,260,1451.1645701515442,81,33.090143898394594,1091.8799428488744,140,30.91805738898503,250.8561313991944,52,0.0,1,8,0.3946783314349973,0
1.0,2.0,763,923.6202721071652,251,57.89045526900244,660.0555461621159,122,6.537504296767224,262.5391199013964,75,0.0,20,9,0.6743824106697951,0
4.0,3.0,22,665.774426060297,56,44.44606336565762,807.5413321847701,251,37.25171033054712,57.37099510878845,76,39.011358901354086,16,5,0.9255748265070036,0
3.0,3.0,582,368.4664814165197,194,43.70869204416924,230.77855353430655,155,19.70120118314693,308.60568276579784,45,26.145849148285794,16,8,0.4248866102656279,0
6.0,3.0,251,1409.5927568710392,104,18.718753886545382,265.8939990452392,63,39.7178893183366,182.0874084562106,49,55.70822645399394,0,6,0.0195191051745434,0
8.0,3.0,514,726.5573218640453,97,43.344482958771565,710.2328301368627,112,42.96626814072806,235.21615222585396,38,19.25468910421744,0,7,0.98823994174459,0
3.0,3.0,0,1190.594785117187,127,41.64597012689627,1147.248677764075,192,12.555168148281336,158.92047636185234,29,10.28192807955424,15,9,0.5035568295747257,0
3.0,3.0,0,692.6220620405988,113,72.2479641618307,909.140001088284,201,24.42173810720904,234.88753405399868,73,16.52974727502237,45,10,0.7392905158443266,0
7.0,3.0,485,1803.067274460931,141,41.966594829997405,690.6956402943694,74,29.78081575181801,203.84600578102643,56,2.192116189876944,17,6,0.5989708063174747,0
8.0,1.0,392,1499.7002898694536,109,43.55957010786199,261.16535983437143,40,22.040299372238017,177.08074225629676,75,45.06734142214725,29,5,0.5576544342883488,1
6.0,3.0,229,1496.374267167329,154,42.27791987254724,486.4310032787345,138,23.51466017130421,194.43358826538943,43,45.32231386359791,37,6,0.1451018842274791,0
7.0,3.0,73,396.2260335494967,58,53.99508007275645,481.7940211694678,99,8.677534155875776,204.8849464768883,43,19.714875336644536,5,5,0.2941275570369752,0
8.0,3.0,391,2127.18944703903,183,61.788880415346654,370.8741451943711,148,37.36782151418173,163.81418455104557,51,50.63314863498729,5,9,0.7189254559581778,0
7.0,1.0,0,642.7931406916032,138,29.451710663812836,308.9516367306267,167,20.06606858107847,161.69413534607577,52,45.07373535950374,0,7,0.5696654594548077,0
5.0,1.0,0,1105.0661409825686,269,40.47779860972236,713.5215685869792,164,21.73764672060441,139.51789147912226,75,9.693118595007224,14,10,0.2703489356287377,0
4.0,3.0,433,451.9344845264072,78,41.63803244196959,430.21661684992335,63,35.87971946216472,191.05903397671503,49,46.51567135470578,0,5,0.1824762710409165,0
3.0,3.0,1,1468.9813245705632,244,38.366167659314215,728.4437247675053,238,27.625712278072776,210.3140456337481,88,58.74786011993763,0,8,0.9226883939502076,0
4.0,3.0,164,888.6095969873281,138,24.41229171046529,509.74933844373913,241,30.51643381103197,314.8029880527817,42,0.0,0,5,0.4246832322288694,0
3.0,2.0,272,616.5800569724022,155,20.26328265324596,1112.2424658661805,233,24.58240557843913,104.8790332431932,62,23.59804808752908,0,5,0.8337193235786765,0
9.0,2.0,53,927.5815334865592,155,42.98788117209796,719.0704979625557,117,26.21720689365433,226.71240820738657,12,34.87684003238019,0,7,0.8488016928532183,0
8.0,3.0,595,1383.556690033308,199,40.72713585391368,589.7925075558911,109,26.7015170228283,213.18578653675652,75,0.0,38,9,0.1205206496830921,0
8.0,3.0,524,873.475869493276,181,36.89084138000909,310.13250480734786,130,38.70326703918509,149.96594838061134,79,0.9735529719901468,0,9,0.5183328813330311,0
2.0,1.0,373,1215.088717565969,96,48.013653556183485,244.74573628220705,223,43.47581878138512,197.21131649290183,113,17.547125874306435,18,10,0.3604027487073148,0
8.0,1.0,385,1261.496094025349,84,44.73794660081192,521.9656018193425,110,31.1202404529286,196.86487044889964,42,62.316245332410574,0,5,0.3543134363173865,0
3.0,3.0,0,1074.5284099604842,111,39.50879779798755,733.1825494652394,209,31.224382440951427,249.72037507989285,57,34.86731668854124,0,7,0.778468811436451,0
3.0,2.0,0,598.841754756781,237,46.82802247826483,435.1581767188848,226,30.75574100081592,91.24195898171526,61,0.0,0,1,0.8904616158613271,0
1.0,2.0,492,874.0742562656461,180,37.90054828122597,580.8873049699532,136,36.250336945017615,270.25569245951385,57,0.9084867421504816,0,10,0.1518232154897715,0
8.0,2.0,382,886.5204501623303,254,36.297417335458526,820.366281846063,160,41.47005770173594,236.56692099662808,37,93.14338367367716,0,8,0.7174348441299934,0
5.0,2.0,0,1025.7118834322298,198,58.02768727885304,555.8863498483387,197,31.400555416317214,190.30207528340543,63,19.0967412439477,0,9,0.020610596092503,0
2.0,2.0,502,667.2009225833648,132,37.848585589159605,619.0147292595692,98,31.48721802107726,243.75194255044104,42,0.0,1,9,0.908043961993271,0
7.0,3.0,159,1054.0957698761451,127,28.07782981408339,705.8767794849052,99,37.85502357914866,274.484954045399,39,50.28892253928732,0,8,0.403371371081758,0
1.0,3.0,353,975.7293434357094,132,38.40106537549378,1093.436260091657,133,13.954497840050564,297.63932675567366,71,23.57018205293813,47,9,0.8441842945221668,0
3.0,1.0,214,802.056153898514,75,46.58051239111908,857.7796588176586,164,39.58824098985834,181.074631133332,20,35.53204124549235,0,6,0.7808486938326277,0
1.0,3.0,788,1462.8952629700248,158,43.02178435220814,690.6780968752112,259,14.433485686228638,155.657347424071,64,5.943061762450358,0,6,0.7546110505084916,0
2.0,3.0,14,1530.859722720062,271,41.677273030676666,511.05587564034175,48,4.928142836768116,270.31268423917504,86,38.68971465288498,50,6,0.6635035072725776,1
4.0,1.0,563,1439.100515532154,229,65.16306813250411,641.8855414775237,263,33.39918000962306,223.74305636610185,57,68.47367824273806,0,9,0.7821638061103191,0
5.0,1.0,574,723.9115202983982,93,30.22352616409854,687.4556368831721,71,28.28455575899459,220.11921829248155,53,20.592909634978312,37,6,0.2882862689503811,0
1.0,1.0,135,613.2251674198366,97,20.746555462455,354.5763343948852,187,20.18442834034029,226.2590363230156,66,9.255973491980068,0,8,0.8030856074264571,0
9.0,1.0,501,593.7884540617546,36,28.361866348013283,400.4832756365768,217,33.61811696689022,180.6138578844844,39,30.64689525167232,33,8,0.207162796998121,0
2.0,3.0,514,670.4356325384008,129,22.172044125123108,267.6814357079799,86,26.00542702562475,240.26185087888305,83,1.6844442775784307,0,5,0.2533934160242889,0
5.0,2.0,212,1425.9160037963102,97,49.69360012284797,554.0687655750133,162,26.65821215216865,293.6136464648639,90,38.1812528313687,0,10,0.964381700982796,0
3.0,1.0,263,1108.250321563792,154,38.34323177644799,467.8587886748077,162,33.13975818630119,202.32396998786865,59,27.130371212777188,22,9,0.4115652504340363,0
8.0,1.0,165,836.5743943890427,186,18.91587094164085,795.4954007201817,119,10.530173003429962,167.6922830947824,53,28.54773800355555,19,5,0.3671162172130437,1
5.0,2.0,229,1352.527446956649,207,31.197682925983933,714.9622244369915,141,28.713816499271694,256.8701838675962,55,9.099654508195638,6,9,0.3958330846953438,0
5.0,3.0,179,917.8808386784292,90,77.5530405062855,0.0,145,44.01079344631038,110.00098186536628,97,0.0,3,4,0.161642572673812,0
1.0,2.0,0,570.1803545028921,84,39.85206853407773,1060.284950737819,155,16.814712994474878,186.97480592002088,83,1.9383614318896536,0,8,0.9555496434513246,0
7.0,3.0,673,976.8818126015505,175,42.75532054016176,485.21978155964746,132,30.483286862340947,321.70124959960515,71,11.597172970617647,0,10,0.9409471814020056,0
8.0,2.0,514,1355.5086411190948,180,59.53506296858852,768.3859786903445,124,29.60282413387412,286.2741134766145,72,0.0,39,8,0.7684485471075745,0
4.0,3.0,0,876.1386948772625,69,35.65463411212588,722.9387062497756,168,32.35897500753749,184.55623674440133,51,4.309624641261778,11,10,0.7821465351671593,0
6.0,3.0,419,1269.5997322696835,161,51.30804987267362,621.9694354806783,164,19.69621441396516,194.8848517969066,23,62.951705608898514,0,4,0.2885912552759438,0
3.0,2.0,141,1134.4172691499973,181,61.454443858963074,613.6334766901069,161,39.502754295967385,191.23889378165777,84,25.50438084059097,0,8,0.1212506233968975,0
8.0,2.0,322,1321.4768845041572,233,50.38351335988835,681.4605485950165,235,8.165116490668728,310.13902792397664,73,0.0,0,5,0.7178206181976718,0
3.0,3.0,139,1447.735492969911,82,47.42492548547776,618.7140843569932,57,25.633194211334715,262.042018395373,20,48.10174505198691,0,9,0.557656192173031,0
7.0,1.0,231,495.3382005813492,168,47.59753520355397,828.329449526499,57,31.26288208763684,187.94665953115907,56,0.0,0,10,0.6194308870894576,0
3.0,3.0,229,1306.7057557082712,192,50.72290277341443,253.2963517888058,53,12.843960242377864,298.50956141570293,58,24.55137467207509,0,4,0.8098898998721268,0
8.0,3.0,820,27.283509227176985,211,73.25313876808167,1107.3666831462874,117,17.593759980569754,167.65145742548947,76,32.053187009999846,0,9,0.7685451443397765,0
6.0,3.0,434,1585.3014142511297,108,32.58899239518674,511.518057045796,188,28.16438883522617,260.42844822286565,66,11.981099736386412,6,7,0.2926580340793422,0
5.0,1.0,293,1172.1853492196894,157,50.860806201437015,523.3234143103502,164,39.08970145701603,234.02531291093425,46,0.0,29,10,0.4926669459369064,0
6.0,3.0,723,832.9930282317192,163,65.19187842198791,859.9879930821253,194,27.700505511345675,214.18680422034947,79,23.650639053843825,60,8,0.0488408532413318,1
1.0,3.0,101,1342.6575331352235,148,49.232272192527546,463.3919576151523,32,50.475280025750095,227.6407934488831,65,0.0,15,9,0.7521288500303943,0
2.0,2.0,61,804.8185593982533,102,87.74740885691313,539.8093946379704,236,27.212496483896228,226.6456196068431,43,0.0,2,6,0.3706131533368705,0
1.0,2.0,129,947.9724689537012,237,61.46197988622611,406.084773842369,57,47.88277987507463,253.64452779387184,18,66.10610447102097,0,9,0.6255312081132034,0
3.0,2.0,318,1355.6791114594866,112,49.42381023356151,1013.1623464522324,137,36.97168209368692,217.61203448774512,59,27.10274689140004,0,9,0.9255358631820086,0
8.0,2.0,596,1040.8207731314355,162,67.38523254158405,459.0956976379584,203,24.625510864144864,123.66899194963054,72,0.0,52,6,0.1598477324866588,1
6.0,1.0,615,1518.5195814927383,146,73.95605614734538,503.4437466281252,173,24.81403875246554,167.38768594528227,74,39.51975984660804,0,5,0.9493762914477156,0
4.0,3.0,198,1139.404163420063,203,54.52301418260502,645.1101989444877,209,9.351165932188694,175.95153249466622,22,25.00468259981907,0,8,0.476667263612832,0
9.0,2.0,0,1290.1148436847056,358,45.01154319347591,338.6692589940519,211,14.164658731619603,210.75784095917749,89,0.0,0,9,0.187927488699174,0
3.0,2.0,202,1091.967169084042,86,27.28027943434678,659.0346805951801,187,37.75529433713741,184.0570174176681,25,0.0,0,6,0.7815014175617202,0
2.0,2.0,142,1221.858008637712,96,36.93162275538901,667.114720777494,116,11.488058509918234,111.44772481933906,39,10.530314919827756,32,10,0.0881595308021054,0
8.0,1.0,311,898.2526388554975,135,62.06148562108282,416.5338467301729,43,14.361182827803788,149.63364411605508,75,34.34346007852287,23,8,0.4142634060722554,0
6.0,1.0,101,814.8145152576503,117,48.80213822664264,280.9421517941417,201,35.238985302506926,235.2800810058006,52,0.0,9,8,0.7121501153497961,0
1.0,3.0,0,17.099168126530646,262,41.0420959524856,162.49221202050998,228,38.12318298445305,195.86631404399375,73,15.78521277383492,9,8,0.1800986097540391,0
4.0,3.0,0,749.5726091547256,127,43.94694850282459,654.0850559196554,235,39.8957316489056,212.1231063439159,68,16.84285854831702,7,8,0.4717286642840378,0
7.0,1.0,97,753.6948906181104,74,53.12926809161097,798.3702885065055,193,28.685201836972347,240.628029930214,78,32.88063063842057,0,5,0.5500983741063677,0
6.0,3.0,182,1090.2993999794517,196,37.96268485115143,666.4828691131061,39,29.72556547896626,144.55922629578384,46,10.100189597638051,50,8,0.1714283331373175,1
7.0,2.0,423,376.2007475759066,162,41.44131968028671,647.62841314356,181,31.016498181878344,132.37139091303075,70,17.945167587992096,0,8,0.8931150317288336,0
7.0,1.0,159,221.5618910660479,158,14.891642424089916,721.6843727510264,163,31.5388291989901,327.4734359494046,31,28.30310723469534,51,9,0.0470126829967515,1
6.0,1.0,123,1172.59762812722,129,64.17182311945172,348.2614165527283,8,39.45700931228461,113.30479935686152,52,0.0,75,8,0.1584208673841322,1
5.0,3.0,256,300.905182281344,196,44.20547210777893,632.9591179333903,88,29.49293584815867,199.9789679280443,64,0.0,0,7,0.0902380786803185,0
6.0,1.0,392,873.0440716099472,176,31.295588682910555,595.8978544705305,164,39.158817612013024,134.13515548178069,55,58.26349719284936,0,8,0.8142385296666234,0
8.0,1.0,356,1418.745464639772,226,31.96684878150656,555.1224949595796,46,14.276338379145834,225.60020565363985,51,29.83276898034564,0,8,0.9374869488577752,0
6.0,3.0,229,570.9495226640971,120,33.27017185071451,252.20405815806893,285,29.820909864008097,200.29531856933983,35,33.625251387790286,0,9,0.4928585751496726,0
4.0,2.0,547,1126.1850878956789,217,76.40604006256686,584.9110691363194,88,31.159038939856742,198.75755625728075,52,3.0384475442489767,0,4,0.1932801282453377,0
9.0,3.0,324,1258.556677954601,152,49.76362877551582,968.2007242069004,104,14.457277828746475,206.0987871757767,62,38.8927601567879,15,8,0.6161160669366271,0
4.0,2.0,341,834.8533903898664,192,53.15187759482622,793.2764306668848,118,31.975253977780515,212.132195899018,38,0.0,0,10,0.9351982594721396,0
1.0,1.0,414,126.32510608378335,113,48.04203753557452,549.072920480387,103,29.3463012449664,267.52327040226527,50,5.57445531815809,0,6,0.4458415594970183,0
9.0,1.0,21,400.1828076486342,223,58.44761770985006,723.1460323685949,240,25.923166134015275,165.75990976767656,58,0.0,0,8,0.6909225108833765,0
4.0,3.0,70,773.477307920247,185,29.906348184814597,555.0004494327246,185,17.246088624195945,247.8365076410053,61,2.7578219812372526,0,5,0.1932731143190849,0
2.0,3.0,383,1098.44989530485,117,48.40584869714684,354.39710497244147,130,37.52384873450771,246.06012857548407,76,8.459456711378541,0,2,0.6699536050076221,0
6.0,2.0,330,999.0296543514112,178,55.10981624869404,753.7318817744209,102,21.174187779338645,172.6833877205472,57,20.591404176020163,0,6,0.8243223580663376,0
1.0,2.0,415,1128.9501914809282,217,52.12746067283623,496.2042754794559,172,15.437162876925056,201.7225266777488,44,0.0,0,10,0.6745860970175875,0
7.0,1.0,459,672.7417715595103,165,19.510601198353648,257.96379998882475,131,33.35813072863089,176.54464365776707,65,15.959415976365165,0,4,0.7949285786062671,0
9.0,1.0,551,1010.8464642207896,161,35.91508090975864,578.129829902515,130,30.53608686250819,247.444572668181,47,0.0,16,7,0.2856453953509399,0
3.0,2.0,516,1351.5320266883673,65,41.69705122223329,467.14145482062986,59,28.36762251610292,233.72191754795173,47,0.0,15,7,0.98300516985658,0
4.0,3.0,125,1085.6121379118783,204,46.98318039731706,474.8077807717637,136,27.88078597980164,215.7291422939423,81,34.19447202945315,0,10,0.1190148234991596,0
5.0,3.0,80,1154.4915554478548,124,25.67691958242188,524.5532021410294,152,30.80874146998954,230.1855065714637,85,54.45823579526999,13,7,0.606323613127451,0
9.0,2.0,282,750.2998748717705,50,66.34159167118848,668.7074520442604,105,34.60978427096182,256.0703218663284,19,47.13555595755881,23,6,0.8669973383054081,0
9.0,3.0,82,917.6338752842832,47,38.53422446633689,383.50525473122354,101,20.810478185708405,112.05217152405557,87,6.936972451915878,7,6,0.6745870266762616,0
7.0,1.0,263,1307.954580126465,199,22.563090422849317,687.4866775640002,112,46.93169672104246,280.96737265649847,53,0.0,0,8,0.7105540921469238,0
9.0,2.0,590,287.1053119763554,114,47.10056668025449,660.9151571356736,110,28.913630455463117,183.52092371404737,44,0.0,29,9,0.2385627690341931,0
6.0,3.0,283,818.0118780171792,163,48.89332432143729,180.0105999011925,154,29.954861264028867,251.9814027161582,45,27.066996371415527,0,9,0.8400934198998262,0
1.0,1.0,323,637.3417662250603,162,42.16089903839429,832.3534004818988,215,23.61664100283478,179.95404190707652,82,24.29519994009,46,10,0.8429877151529663,0
8.0,2.0,198,655.1290112556161,104,45.28064751190918,540.9637538170329,161,34.35808561744911,217.34237826960987,39,22.23276173941952,0,8,0.197037090768459,0
4.0,1.0,308,209.3019609175888,48,43.56709891760588,440.79251949811743,125,24.743892962982702,225.2394062466956,61,3.670863969094247,13,10,0.7057122933488855,0
1.0,1.0,341,585.555018298521,142,43.38542878713742,558.4927683829633,145,39.62945147697747,126.45525052603752,76,0.0,22,6,0.1261448346296754,0
8.0,1.0,287,1008.4887773061054,76,58.79197796918021,623.3758536507735,121,28.627489839360376,217.97689677628105,80,5.57974662106283,1,9,0.4019771395305825,0
9.0,1.0,424,1333.615188067779,248,52.90289744221586,719.2107328486118,41,41.02335985991021,162.42912498691288,63,14.815006877997536,2,4,0.4731443951429004,0
8.0,1.0,394,526.8725868982023,181,22.700226686620063,130.4371152344889,90,21.40438874336719,135.7087147667467,54,33.219549789095616,26,7,0.6080704562617084,0
8.0,3.0,0,521.3892773376724,210,47.953870788876685,552.2877098320834,74,40.98291757466596,261.9013386106531,52,38.084448235164224,0,9,0.8554280251363162,0
3.0,2.0,151,710.2406400989097,194,49.714120104381614,507.7639929658523,155,25.078552839482057,175.51009533237865,59,33.61846692831931,19,6,0.910692693588592,0
5.0,3.0,0,835.9098109879064,145,63.39649052157027,647.6371558129324,149,23.068044239609986,326.89725415989915,115,0.0,30,5,0.924593739489149,0
1.0,3.0,617,903.955696251808,103,39.76744177360663,898.7036299349907,90,32.811509368127936,149.55062052609486,45,10.734653456945432,0,7,0.9327109483353754,0
5.0,2.0,75,821.9409984085427,110,40.37675223719524,570.7119327610628,131,44.489361184918536,203.69727284206124,11,25.270915569170416,0,9,0.1151813554463505,0
7.0,2.0,486,177.01875439141202,197,63.2631325743899,530.1125162995427,170,30.45702322959389,278.9381136625325,117,14.68471971948481,37,2,0.2103076174290368,1
2.0,1.0,384,1286.051764389027,116,56.48412868653687,833.6707736649381,53,26.65726520299056,242.6789263221692,34,18.65888057404313,0,10,0.9750540409237972,0
3.0,1.0,108,1298.8758468906335,186,61.85015643058927,760.5969990036897,168,24.861678893159212,173.05301165113855,66,9.822070416063154,0,9,0.6681370229304762,0
2.0,3.0,562,1042.0551578908544,155,75.13891329311008,607.3345387369275,253,41.08619415980702,164.93017664086818,16,23.239165501346758,64,9,0.95652918186419,0
7.0,3.0,305,1632.5819676622032,153,62.04704313631574,1202.01053624703,166,27.04383248935081,108.0979495267364,94,6.05069954913988,0,7,0.4784298139864075,0
3.0,3.0,300,1220.6985357208357,191,41.67027181883624,717.7305201703357,180,39.07122255141613,157.089922713766,63,0.0,59,9,0.5351846079250099,1
7.0,2.0,398,621.3699540982745,110,59.4688224873026,882.5896805449236,95,33.66819938078818,83.62867422798656,77,45.40306572960439,0,9,0.3970092313103115,0
7.0,2.0,374,1151.59442537956,114,54.20132861128872,782.3591575102962,163,24.337414151389563,211.00122672588876,82,45.92588326246224,0,5,0.0082969585028539,0
9.0,3.0,0,679.5924332561291,218,35.70030067197936,724.2158514738992,231,36.06263999293529,184.57010161212344,55,33.39474684136037,0,5,0.221844779874048,0
1.0,1.0,546,863.8575260935615,304,53.397547590275984,616.0948503043649,70,30.21820448319373,142.01293248868058,72,6.32421274036186,0,6,0.8036562134381483,0
2.0,1.0,447,825.8622685951284,120,15.047473038742488,731.8117057166121,131,39.94050939174768,329.98500525171846,86,21.201190053872008,0,6,0.3638571413372075,0
1.0,1.0,345,1068.1604085486576,109,60.7449437131403,362.8862637772558,96,31.038433467741918,244.2797957891941,71,23.531860342092266,0,10,0.5745489761116932,0
7.0,1.0,59,1204.737022128422,153,51.574866885182,477.9454053209045,32,32.12706873266751,100.80962668086174,92,28.57376888402052,51,7,0.2406111735460034,1
7.0,2.0,285,1372.4388539148358,116,57.89355484455569,109.39586322325027,206,11.365082659765832,187.9982217498142,61,34.743318648217304,3,5,0.9144277489216336,0
3.0,2.0,670,535.4953082057183,0,50.41262406473872,971.5914216013678,167,37.55073736072363,187.01878933221545,20,0.0,14,6,0.9002552767168667,0
1.0,1.0,510,336.09836400083407,13,54.8854091413756,460.60497641903487,147,21.40015050933851,316.5198932525704,44,10.363955985008491,27,7,0.5336430737038355,0
8.0,2.0,517,876.1337415808134,185,39.03855952773235,430.2058458638749,158,29.94256935477677,299.6165202952318,38,0.0,0,8,0.3796723436272941,0
3.0,3.0,321,498.1482630009449,189,48.42262421758672,648.8917813012293,91,39.70534767994667,261.3573708781969,58,19.71760522109945,0,7,0.3746951852719216,0
5.0,1.0,122,868.4197122548203,345,29.39472165744086,591.6435976277486,117,13.523584312045925,224.25834001051527,41,31.856524881289115,29,7,0.1439907097964505,0
