churn,total_day_minutes,n_sms,total_eve_minutes,total_eve_calls,customer_service_rating,customer_happiness,customer_service_calls
0,17,2,43,7,3,18,2
0,17,14,42,34,3,17,4
0,16,26,36,24,2,9,3
0,18,2,41,19,3,18,0
0,15,9,10,20,2,17,4
0,17,2,9,26,2,10,2
0,15,39,3,16,3,8,4
0,18,5,28,28,2,9,0
0,16,15,24,37,2,15,0
0,17,21,31,14,2,18,0
0,17,6,6,6,3,1,0
0,18,0,22,49,3,3,0
0,17,37,40,7,2,18,0
0,17,31,32,10,3,4,0
0,18,15,15,45,2,14,0
0,17,2,41,16,3,5,0
0,0,0,9,48,1,9,2
0,17,9,32,28,3,8,0
0,16,34,41,14,3,16,2
0,19,19,7,48,1,3,0
0,16,13,21,27,3,18,3
0,18,5,30,4,2,6,0
0,18,31,32,49,2,11,0
0,18,7,28,0,2,18,0
0,18,30,22,17,2,14,3
0,18,9,1,23,3,2,3
0,17,30,1,45,3,17,0
0,19,31,1,18,3,13,0
0,18,0,7,31,1,18,0
0,17,34,32,26,2,12,2
1,16,37,3,0,3,0,4
0,17,31,41,16,2,16,3
0,18,15,0,34,3,12,0
0,17,0,12,18,3,1,4
0,18,13,12,12,3,15,0
0,19,23,40,12,2,19,0
0,16,4,20,5,3,10,3
0,16,0,5,2,2,5,0
0,17,33,22,31,3,3,0
0,19,32,42,17,3,5,0
0,17,31,3,18,1,16,3
0,16,33,38,7,3,12,4
0,16,28,28,16,3,1,0
0,17,12,28,35,2,5,0
0,18,17,26,26,2,5,0
0,18,35,30,45,3,19,0
0,18,39,23,40,1,13,4
0,16,12,42,49,3,8,0
0,18,35,20,35,2,9,2
0,17,0,6,19,3,5,3
0,17,4,12,46,3,10,0
0,18,28,16,19,3,12,0
0,17,15,33,16,2,19,3
1,19,19,27,26,1,5,3
0,17,23,40,37,3,19,2
0,15,15,0,45,2,17,0
0,18,1,26,43,3,4,3
0,17,27,22,23,3,4,4
0,17,22,7,12,2,2,3
1,17,10,3,10,3,0,4
0,18,20,35,3,3,4,0
0,18,0,22,40,3,17,0
0,18,13,32,39,3,6,0
0,17,25,10,5,3,15,4
0,18,29,25,3,2,12,0
0,17,27,16,30,2,15,0
0,16,2,42,25,1,14,3
1,18,27,23,38,2,7,5
0,18,14,28,35,3,5,4
0,17,26,7,38,2,15,3
1,16,29,15,1,1,0,5
0,16,18,28,46,3,0,0
0,18,25,20,17,3,2,3
0,17,33,13,8,2,9,2
0,18,14,11,23,3,7,0
0,17,23,18,16,3,12,0
0,16,30,29,37,1,4,0
0,19,25,21,4,3,7,0
0,16,28,6,41,3,13,0
0,18,25,21,48,3,19,0
0,18,23,5,16,3,18,0
0,18,33,30,16,3,17,4
0,17,36,9,40,3,2,1
0,16,36,38,0,1,12,3
0,17,0,29,48,3,3,0
0,18,23,17,39,1,3,0
0,17,11,37,33,2,18,0
0,18,16,2,22,2,12,3
0,18,33,18,35,3,8,4
0,16,28,20,17,3,1,3
0,17,3,33,9,2,19,0
0,18,35,24,48,3,16,0
0,15,27,7,40,1,16,2
0,17,39,16,37,3,4,4
0,17,6,43,7,3,15,4
0,17,34,22,19,2,13,4
0,15,15,20,30,1,15,4
0,18,25,12,15,2,8,0
0,18,21,15,15,3,14,3
0,17,29,6,15,3,18,0
0,18,0,43,35,1,9,0
0,18,38,31,1,3,19,5
0,16,0,9,44,0,17,0
0,17,28,39,14,3,3,3
1,17,27,19,15,1,4,3
0,18,1,7,22,2,2,4
0,18,38,14,9,2,1,0
1,18,10,15,45,3,14,5
0,17,8,22,48,1,17,2
0,15,6,27,13,1,8,2
0,17,20,24,36,2,4,0
0,16,26,19,43,2,1,2
1,17,32,41,31,1,6,3
0,17,4,0,29,3,18,3
0,19,18,7,1,3,7,0
0,18,23,26,40,2,5,1
0,17,39,38,1,3,11,0
0,17,3,27,17,3,3,0
0,19,36,21,14,3,2,0
0,18,9,35,19,2,16,4
0,16,15,17,8,3,12,0
0,19,33,2,11,2,13,0
1,17,5,5,5,1,9,3
0,15,11,6,25,3,12,0
0,17,0,8,39,3,6,4
0,19,26,30,37,3,12,0
0,15,32,9,19,2,18,0
0,13,1,30,24,2,7,4
0,17,5,18,20,3,7,4
1,15,24,7,37,2,0,3
0,18,15,8,38,3,2,0
0,18,31,42,49,3,8,3
0,17,38,4,41,3,0,0
0,17,16,19,40,2,6,0
0,17,1,0,0,3,1,0
0,16,29,26,39,3,17,3
0,18,39,43,24,3,16,0
0,16,2,0,27,3,4,3
0,18,29,6,31,3,18,0
0,17,28,27,13,3,17,0
0,18,22,38,42,2,10,2
0,18,3,40,19,2,1,3
0,18,27,22,19,1,14,2
0,17,21,21,21,2,16,3
0,16,29,18,21,1,5,0
1,16,10,17,6,1,3,3
0,18,33,34,16,3,15,4
0,18,33,23,21,2,3,2
0,16,21,33,49,2,18,0
0,17,22,19,34,3,19,5
0,15,4,1,13,0,11,0
0,18,15,1,47,3,4,0
0,17,5,12,42,2,11,4
0,17,7,4,5,2,5,4
0,17,9,34,23,3,6,2
0,18,19,20,22,3,5,3
0,17,38,19,17,2,19,0
0,17,0,3,20,2,15,2
1,18,36,10,40,2,3,5
0,19,18,1,25,2,5,0
0,15,0,31,32,3,5,4
0,18,33,22,1,3,17,0
0,18,21,36,2,2,19,0
1,17,19,4,25,2,0,3
0,12,5,26,21,3,12,0
0,18,6,10,43,3,8,0
0,16,35,6,34,3,4,4
0,16,0,22,35,3,1,0
0,17,14,20,9,2,4,0
0,19,12,25,17,1,19,0
0,17,5,38,1,3,10,2
0,18,11,1,40,2,19,3
0,17,5,10,39,3,18,1
0,18,0,40,27,3,1,0
0,18,22,1,34,3,15,0
0,16,4,8,6,2,17,4
0,18,9,41,24,2,7,0
0,16,3,1,29,2,3,0
0,18,16,43,18,3,1,0
0,18,7,6,17,3,17,3
0,17,0,42,36,2,18,0
1,18,20,31,46,1,1,4
0,18,10,42,35,2,8,3
0,18,20,28,46,1,14,0
0,16,12,40,5,1,13,1
0,17,7,11,4,3,14,3
0,17,9,27,44,2,10,0
0,16,4,40,3,3,14,0
0,16,38,19,41,1,17,2
0,18,28,35,21,2,3,0
0,19,1,1,33,3,12,2
0,17,34,2,40,3,5,0
0,17,6,11,12,2,5,0
0,17,29,10,19,3,4,3
0,18,27,9,15,3,14,0
0,18,3,40,14,3,11,4
1,19,35,39,7,1,5,5
0,16,13,17,37,2,11,4
0,19,26,13,28,3,6,0
0,14,30,19,46,3,12,4
0,18,23,43,19,2,8,4
0,17,27,32,45,3,17,4
0,17,0,32,2,3,10,0
0,18,27,24,29,1,5,0
0,17,26,18,29,2,17,0
0,18,0,24,16,2,13,0
0,18,36,8,40,3,5,4
0,17,1,5,29,3,18,4
0,17,1,17,42,3,0,0
0,18,31,22,21,1,1,0
0,18,28,2,3,3,9,0
0,17,8,20,11,3,4,4
0,18,33,34,4,3,1,4
1,18,14,7,14,0,0,4
0,17,7,16,4,3,15,0
0,18,30,41,26,3,1,0
0,17,31,7,43,2,14,0
0,18,37,16,5,3,15,4
0,18,22,19,23,3,11,0
0,16,3,36,28,2,13,4
0,17,0,34,41,2,17,5
0,16,6,25,38,2,17,0
0,18,37,7,12,1,3,0
0,16,32,18,5,3,12,0
0,17,12,11,1,2,16,0
0,17,33,18,25,3,5,2
0,15,3,10,47,2,4,0
0,16,4,4,2,1,14,4
0,17,33,20,25,3,15,0
0,18,0,31,29,3,5,3
0,16,16,34,30,3,11,0
0,16,12,17,47,2,14,0
0,17,32,26,44,3,17,0
0,18,13,31,22,3,7,2
0,19,18,38,0,2,3,0
0,18,0,31,13,2,15,0
0,13,5,18,16,3,1,0
1,17,0,24,6,2,2,4
0,19,31,29,4,2,11,3
0,17,7,15,25,1,10,0
0,18,29,4,46,2,12,4
0,14,23,29,21,2,15,0
0,18,12,29,18,3,3,0
0,18,34,4,46,3,19,2
0,18,18,7,4,2,4,0
0,18,1,26,48,2,14,2
1,17,9,28,41,1,5,4
0,19,3,36,29,1,16,0
0,17,32,15,31,2,3,4
0,18,8,3,44,1,18,3
0,18,24,43,2,3,1,0
0,16,26,41,43,1,18,0
0,15,20,8,22,3,12,3
0,17,39,41,8,2,15,2
0,17,9,37,12,3,18,0
0,0,22,10,10,3,5,0
0,17,20,30,37,3,5,0
0,17,14,42,37,2,5,0
0,18,19,42,3,1,18,4
0,14,17,41,9,1,19,0
0,19,26,22,17,3,6,3
0,18,9,17,0,2,11,0
0,15,6,21,45,3,2,4
0,18,35,41,17,1,8,0
0,18,39,30,37,3,17,0
0,18,18,23,6,2,11,4
1,18,21,24,22,2,2,5
0,19,39,35,35,3,9,0
0,16,18,11,40,2,2,0
0,18,16,41,8,3,13,0
0,17,2,39,33,3,9,4
0,19,35,31,46,3,10,4
0,15,9,0,28,3,1,0
0,16,9,17,11,3,14,4
0,17,0,37,8,3,9,0
0,18,9,26,48,2,13,4
0,16,11,2,37,2,10,3
0,16,26,32,1,1,10,0
0,16,27,26,44,2,17,0
0,16,15,5,45,1,14,0
0,18,2,35,12,3,19,4
1,17,17,27,36,1,6,4
0,16,9,20,21,2,8,3
0,18,1,7,39,2,8,0
0,17,25,20,39,3,2,3
0,17,18,42,30,3,13,0
0,17,4,1,32,3,16,0
0,18,38,21,11,3,11,0
0,18,14,10,31,3,17,0
0,17,0,8,12,3,9,4
0,18,38,29,20,3,18,3
0,17,5,10,30,2,2,0
0,18,21,4,10,2,2,0
0,18,6,20,46,2,8,2
0,18,22,30,46,3,15,0
0,17,5,3,42,3,14,0
0,18,10,16,15,1,18,4
0,18,25,16,8,3,7,0
0,17,28,1,33,3,13,0
0,17,37,6,36,1,16,0
1,16,29,37,23,3,12,5
0,14,8,3,35,2,7,0
0,16,31,24,22,1,12,1
0,18,6,33,18,3,11,0
0,18,2,27,9,3,16,3
0,15,27,22,41,2,3,0
0,17,11,27,31,3,18,0
0,17,5,20,13,3,12,4
0,17,10,28,14,3,10,0
0,15,11,29,23,3,10,0
0,15,35,23,0,2,5,0
0,18,22,5,9,3,11,0
0,17,35,42,32,3,16,0
0,17,15,38,28,2,5,0
0,18,29,31,22,3,11,0
0,17,14,12,5,2,3,4
0,18,7,39,38,3,14,4
0,17,11,43,20,2,5,3
0,15,20,1,19,3,4,3
0,19,38,6,13,2,10,0
0,15,9,38,36,2,4,0
0,18,15,17,41,2,16,0
0,18,7,5,15,1,17,0
0,18,19,39,32,2,1,2
0,19,29,7,24,2,11,4
1,16,9,7,47,1,8,3
1,17,39,39,38,3,0,5
0,17,20,32,33,2,10,2
0,14,21,17,9,2,16,0
0,17,17,29,28,1,2,0
0,15,23,8,34,1,18,0
0,17,32,10,19,2,19,0
0,17,21,37,39,3,7,0
0,16,33,15,14,2,9,0
0,17,15,17,46,1,0,0
0,16,38,27,15,3,6,0
0,17,24,14,37,2,6,0
1,15,32,5,49,3,1,5
0,15,0,26,14,2,12,0
0,17,17,40,13,1,19,3
0,14,33,21,34,2,5,0
0,18,13,40,37,3,10,0
0,18,17,28,45,2,16,0
1,18,23,35,12,3,6,5
0,15,28,4,47,1,10,2
1,17,31,41,13,1,5,4
0,18,22,5,19,2,18,0
0,15,3,12,9,1,5,2
0,17,30,31,23,1,1,0
0,16,1,17,3,3,3,0
0,19,26,1,36,3,11,1
0,18,39,38,39,3,4,0
0,17,13,41,33,2,8,2
0,17,34,31,11,3,12,4
1,19,33,34,25,2,5,5
0,14,21,29,42,2,9,3
0,18,29,20,41,3,13,2
0,17,9,16,26,1,16,0
0,18,0,1,27,1,14,4
0,18,28,11,40,3,7,0
0,16,29,5,30,2,14,0
0,17,4,41,14,1,1,0
0,16,10,7,8,3,3,0
0,17,16,31,36,2,8,1
0,18,33,12,37,2,18,0
0,17,23,12,11,3,4,4
0,18,27,39,45,1,6,0
0,17,0,5,9,2,11,4
1,19,32,3,20,2,0,4
0,15,29,12,21,3,1,0
0,17,17,22,11,1,5,2
0,18,6,12,42,2,19,0
0,17,15,6,6,2,19,4
0,17,35,5,27,3,5,2
1,17,37,10,41,3,6,4
0,18,15,38,37,3,7,0
0,17,0,23,20,3,2,3
0,17,37,37,8,2,12,0
1,18,4,29,23,1,2,5
0,18,11,35,11,1,3,0
0,18,11,3,14,3,10,3
0,17,13,17,35,1,18,3
0,0,13,40,39,3,2,3
0,17,14,15,41,2,14,0
0,16,9,40,27,2,1,0
1,18,8,7,4,1,2,3
0,17,8,16,25,2,14,0
0,18,27,16,17,0,13,3
0,18,19,10,17,3,8,3
1,18,0,5,8,3,7,5
0,17,32,37,4,2,10,4
0,17,39,23,9,1,4,0
0,18,18,16,47,2,7,4
0,18,15,7,49,3,15,2
0,18,2,41,6,2,16,3
0,17,9,24,29,3,10,0
0,16,16,26,49,3,17,0
0,17,34,11,31,3,18,3
0,17,36,33,12,3,5,1
0,15,12,9,43,3,11,4
0,17,25,19,23,3,10,0
0,18,29,36,16,3,3,4
0,18,13,3,47,3,8,2
0,18,0,35,40,3,13,3
0,18,12,32,12,2,16,3
0,14,32,42,30,3,17,0
0,18,8,36,35,1,5,2
0,17,33,14,25,3,18,3
1,18,6,43,38,1,0,3
0,18,26,8,0,2,3,2
0,16,10,19,44,1,15,0
0,18,33,36,2,2,8,0
0,17,4,1,20,3,10,0
0,18,27,0,36,3,3,0
0,17,10,26,21,2,3,0
0,16,25,16,7,3,9,1
0,17,20,22,24,1,3,0
0,17,9,29,28,2,13,4
0,19,28,17,28,1,16,0
0,17,0,25,21,3,5,0
0,16,24,25,30,3,1,0
0,18,0,11,12,1,9,0
0,15,17,43,23,3,3,3
0,19,28,15,36,2,5,2
0,17,39,33,23,3,18,0
0,17,6,32,5,3,13,0
0,18,14,8,11,2,8,0
0,13,39,11,13,2,17,3
0,18,0,12,18,3,10,0
0,16,15,19,49,3,19,2
0,19,31,11,33,2,12,0
0,18,35,17,30,3,19,3
0,16,22,33,31,1,19,0
0,18,34,39,26,1,16,4
0,17,15,43,8,3,12,3
0,19,3,30,0,3,13,3
0,16,34,41,26,3,19,4
0,18,8,14,46,2,7,0
0,18,0,4,46,3,17,0
0,16,18,4,8,3,2,4
1,17,22,4,5,3,12,5
0,18,16,29,23,3,6,3
1,16,32,32,20,1,6,4
0,17,37,3,37,3,13,0
0,17,24,0,43,2,0,0
0,17,34,0,9,3,2,2
0,17,24,9,9,3,4,0
0,17,33,33,25,2,7,0
0,14,38,3,48,2,10,3
0,17,35,4,26,2,14,3
0,19,25,7,37,3,1,3
0,16,8,32,16,1,17,0
1,18,32,13,18,3,9,5
0,19,33,15,23,1,17,0
0,18,31,43,44,2,6,0
0,15,27,35,39,2,16,0
0,15,34,1,27,1,14,4
0,18,10,9,42,2,1,3
0,17,6,3,41,3,3,0
0,18,13,17,8,3,11,0
0,17,14,37,39,1,16,0
0,17,8,14,46,1,8,0
0,15,0,40,16,2,8,0
0,16,4,39,47,3,13,4
0,18,11,6,13,2,10,0
0,18,9,33,46,3,10,3
0,15,0,22,4,3,5,0
0,18,26,19,16,2,3,4
1,9,6,4,31,1,5,5
0,15,0,39,9,3,11,3
1,17,0,6,12,3,11,5
0,12,32,28,23,3,16,4
0,18,25,4,4,2,4,3
0,18,39,42,11,0,18,0
0,18,10,17,0,2,16,0
0,18,30,16,28,3,12,1
0,18,36,23,33,2,7,0
0,16,2,5,26,2,4,4
0,18,15,42,12,3,7,0
0,15,6,1,0,3,15,0
0,17,0,43,34,3,16,2
0,18,18,29,18,3,3,2
0,17,0,28,3,2,3,0
1,17,21,16,34,1,0,4
0,18,8,1,26,2,13,0
0,18,27,21,3,2,5,0
0,15,3,41,16,2,17,4
0,19,38,25,11,2,9,0
0,17,20,10,15,3,13,3
0,18,25,8,5,3,5,0
0,18,29,25,41,3,4,4
0,16,16,11,24,3,11,3
0,19,25,38,47,1,7,0
0,16,34,30,39,3,17,0
0,17,18,4,8,3,10,0
0,19,15,27,28,2,10,3
0,18,0,35,13,3,19,0
1,18,0,11,45,3,13,5
0,18,37,39,6,3,6,0
0,18,10,37,20,3,18,0
0,17,20,16,26,1,13,3
0,16,18,9,4,3,18,0
0,15,19,31,3,3,5,0
1,17,36,42,1,2,14,5
0,18,39,7,5,3,19,0
0,13,18,18,47,1,5,0
0,17,20,16,1,1,4,0
0,17,23,33,14,2,12,3
0,15,13,14,7,2,7,0
0,16,34,23,23,3,8,3
1,15,6,26,3,3,13,5
0,15,8,3,35,3,15,0
0,16,35,30,22,2,13,3
0,16,1,40,44,3,3,3
0,17,30,13,48,3,1,0
0,16,9,36,5,2,17,0
0,18,27,4,29,3,12,0
0,18,33,14,30,3,14,0
0,18,14,36,46,3,7,0
0,15,15,31,0,3,4,0
0,17,0,30,43,3,4,3
0,17,7,14,19,2,18,4
0,17,3,35,34,3,0,0
0,16,11,24,25,3,5,0
0,18,7,5,23,2,6,0
0,17,16,1,48,1,3,0
0,18,31,16,5,2,6,0
0,17,23,8,43,3,6,4
0,17,30,24,46,3,0,0
1,18,3,8,38,2,6,5
0,18,9,33,29,3,12,0
0,18,14,3,41,2,3,2
0,19,27,4,32,2,7,0
0,17,14,31,5,3,9,4
0,18,1,6,14,2,13,3
0,18,15,2,3,2,0,0
0,19,27,32,32,3,15,3
0,16,1,37,22,2,17,5
0,18,1,23,41,1,13,0
0,18,29,28,5,3,7,3
0,18,37,16,2,2,14,1
1,18,32,43,8,3,0,4
0,19,28,38,9,1,17,0
0,18,19,32,40,1,3,0
0,19,38,30,42,3,13,0
0,17,10,4,10,2,5,0
0,17,28,21,7,3,4,3
0,16,20,23,48,1,14,0
0,17,11,21,37,2,8,4
0,18,14,4,47,3,11,0
0,18,31,38,39,2,19,0
1,14,23,15,10,1,3,4
0,17,16,3,3,1,18,0
0,18,17,17,20,3,4,0
0,18,0,20,5,1,8,0
0,17,14,34,49,2,7,0
0,16,13,8,16,2,8,0
0,16,26,9,5,3,18,2
0,16,3,18,6,2,19,5
1,17,29,33,36,3,0,3
0,16,26,38,29,3,13,0
0,16,36,9,34,3,13,3
0,17,37,41,4,1,18,0
0,18,1,38,23,3,11,0
0,18,27,27,38,3,5,3
0,18,34,7,39,3,19,3
0,18,33,28,46,3,3,3
0,17,6,8,5,2,17,0
0,18,31,13,48,2,13,3
0,16,14,41,48,1,14,0
0,17,31,3,5,2,4,3
0,17,28,28,9,3,12,3
0,18,11,14,10,2,12,0
0,17,31,27,44,2,17,3
0,18,7,7,1,3,15,0
0,18,0,14,12,3,2,1
0,16,21,19,34,2,3,4
0,17,21,40,21,1,6,0
0,17,4,40,22,3,9,2
0,17,18,40,14,3,5,0
0,14,18,37,16,2,16,0
0,17,33,34,34,1,12,3
0,17,25,32,23,3,3,2
0,17,26,5,13,3,10,3
0,19,39,7,40,2,19,0
0,18,3,16,25,2,12,3
0,18,2,11,5,3,16,0
0,17,0,11,13,3,15,0
0,17,15,11,13,2,11,0
0,17,21,10,34,1,15,4
0,16,8,6,13,3,8,4
0,17,28,27,41,3,0,1
0,18,38,25,39,3,15,0
0,17,20,3,11,3,2,0
0,14,1,43,44,3,9,3
1,17,11,31,29,1,7,3
0,17,0,42,27,1,6,0
0,16,28,35,7,2,5,0
0,16,18,20,38,3,13,3
0,17,19,23,2,3,10,0
0,18,0,15,21,3,13,3
0,18,8,21,10,3,1,0
0,18,27,19,31,2,6,0
0,18,1,25,31,3,2,0
0,18,34,6,33,3,17,0
0,18,31,27,26,3,6,0
0,18,22,37,40,1,7,2
0,16,36,8,11,3,11,0
1,17,17,26,46,1,4,4
0,16,24,5,34,3,18,0
0,17,24,19,16,3,9,0
0,17,0,30,1,3,15,4
0,16,29,5,44,3,5,0
0,17,0,12,2,3,13,3
0,18,24,41,7,3,16,4
0,18,7,34,23,2,7,0
0,16,37,40,14,2,17,3
0,19,19,27,36,3,2,4
0,18,16,8,13,1,18,5
0,17,4,35,23,3,8,3
0,17,25,9,16,3,6,3
0,17,2,14,6,3,5,4
0,15,13,19,9,2,4,0
1,17,13,9,26,1,1,3
0,18,22,39,21,3,18,0
0,14,1,25,14,2,4,2
1,17,36,8,41,3,5,5
0,16,18,5,49,3,12,3
0,18,22,18,22,1,18,0
0,14,36,29,31,1,12,4
0,17,31,34,34,3,18,4
0,18,34,10,30,3,19,0
0,18,0,24,43,3,3,0
0,18,11,11,3,3,13,0
0,16,32,40,12,3,3,0
0,17,5,16,32,3,7,0
0,16,5,14,12,2,8,3
0,17,24,3,42,3,4,4
0,17,18,17,31,2,19,0
0,15,33,27,46,3,1,4
0,12,14,6,8,2,1,0
0,15,7,30,9,1,16,4
0,18,14,2,8,3,10,4
0,18,16,21,26,3,16,3
0,17,21,28,25,1,9,0
1,16,0,37,15,1,11,3
0,17,29,40,25,2,8,4
0,16,2,18,0,3,12,0
0,17,20,25,20,3,11,2
0,15,19,20,46,1,2,0
0,17,0,10,41,3,2,4
0,17,5,11,20,2,9,0
0,17,36,38,14,3,8,0
0,17,20,30,34,3,1,0
0,18,32,26,8,2,8,3
0,18,21,42,4,3,8,3
1,15,2,1,47,1,8,4
0,18,39,10,14,3,0,0
0,17,9,27,26,3,14,4
0,17,21,24,24,2,18,3
0,17,6,29,14,3,1,4
0,16,19,40,8,2,16,3
0,17,4,41,44,3,6,3
0,18,20,34,5,2,11,0
1,15,7,2,9,2,0,5
0,17,34,26,9,2,3,4
1,18,38,18,24,1,9,3
0,16,37,22,17,3,15,2
1,18,37,33,43,1,0,4
0,15,13,5,49,2,10,1
0,17,3,4,12,2,10,3
0,19,12,19,31,2,18,0
0,15,19,15,43,3,4,3
1,17,0,0,13,3,0,4
0,18,6,32,40,3,8,0
0,15,18,6,32,2,4,0
0,18,39,42,39,3,10,2
0,16,29,0,16,3,5,1
0,16,11,30,33,3,8,0
0,17,10,18,16,3,11,0
0,17,6,7,2,3,12,0
0,17,1,5,44,3,3,0
1,17,37,17,15,3,0,4
1,18,8,7,34,3,0,4
0,16,7,16,8,2,17,3
0,17,17,29,17,3,14,0
0,17,19,36,24,2,18,3
0,18,16,3,37,1,18,0
0,16,13,26,43,1,12,0
0,16,19,2,2,3,14,4
0,16,16,4,37,3,18,0
0,15,37,34,5,2,2,0
0,18,26,43,1,3,0,0
0,17,8,9,23,3,14,4
0,18,10,25,41,1,13,0
0,18,28,25,46,2,12,0
0,8,39,43,14,3,15,0
0,17,15,34,21,1,12,0
0,12,0,41,37,1,14,0
1,16,35,0,31,1,8,3
0,16,39,0,25,2,11,0
0,17,21,37,12,2,19,0
0,19,37,14,49,3,16,3
0,17,5,29,48,3,12,0
0,17,28,40,11,3,11,0
0,19,7,32,19,3,5,4
0,17,4,3,14,1,2,0
0,17,39,28,28,3,12,0
0,17,8,43,5,2,11,0
0,18,28,33,3,1,17,0
0,18,31,14,42,3,19,3
0,13,1,26,42,2,15,4
0,18,22,1,36,1,7,0
0,16,22,1,25,3,19,3
0,17,31,43,30,3,3,3
0,18,22,18,23,3,6,4
0,17,19,15,20,3,3,2
1,17,34,31,45,3,5,5
0,17,32,11,32,3,4,0
0,12,13,34,7,2,1,0
0,17,5,0,7,2,7,4
0,18,31,35,24,3,1,2
0,17,22,28,28,3,1,0
0,17,28,11,44,1,19,3
0,17,0,23,26,3,13,0
0,17,0,42,29,1,7,0
0,17,5,10,9,3,1,0
0,18,25,18,10,3,9,0
1,19,38,1,39,3,7,5
0,18,23,43,49,2,7,0
0,18,20,20,19,3,13,3
0,18,24,1,28,1,11,0
0,18,34,16,40,2,9,4
0,17,26,0,28,3,3,3
0,16,38,25,17,3,15,0
1,16,17,2,15,3,0,3
0,17,39,36,43,3,17,0
0,17,21,39,17,3,13,0
0,18,39,31,10,1,8,0
0,17,35,37,4,3,12,4
0,17,33,3,18,3,10,0
0,18,17,3,20,2,0,0
0,17,2,11,23,2,16,4
0,15,24,14,42,1,6,0
0,16,0,6,28,0,10,0
1,17,5,41,1,3,12,5
0,17,0,30,26,0,14,1
0,18,30,12,12,2,7,0
1,15,37,34,24,3,8,5
0,18,24,2,26,3,16,0
0,16,35,12,11,2,16,0
0,17,13,14,14,3,12,0
0,17,25,36,23,2,18,0
0,17,27,34,13,3,18,0
0,17,0,7,7,2,0,0
0,18,13,35,16,3,6,3
0,17,13,38,45,3,0,0
1,14,18,12,31,1,10,3
1,17,2,36,24,1,8,4
0,17,32,16,24,1,12,1
0,18,9,42,38,2,13,4
0,17,3,18,37,3,5,0
0,17,19,33,18,3,7,0
0,16,1,36,46,2,7,3
0,16,34,41,27,1,18,3
0,17,36,40,1,3,3,4
0,17,4,11,10,3,2,3
0,16,24,20,46,3,19,0
0,17,22,40,0,3,10,2
0,0,16,40,43,3,2,3
0,17,4,30,4,3,12,3
0,17,19,30,8,3,4,0
0,17,17,8,32,1,19,0
1,13,19,33,6,3,4,5
0,16,15,9,39,2,17,3
0,15,23,28,46,3,12,0
0,17,10,3,25,2,19,3
0,18,18,16,48,3,11,3
0,17,10,32,42,2,6,0
1,12,6,16,33,1,0,2
1,14,35,10,12,3,4,5
0,18,20,12,40,3,12,2
0,14,36,36,5,1,9,0
0,18,20,23,35,3,17,2
0,15,26,8,23,3,2,3
0,17,23,20,30,3,9,4
0,17,36,30,6,3,14,2
0,17,34,16,5,3,13,4
0,17,21,31,47,3,7,0
1,16,5,13,37,3,13,5
0,18,1,3,9,3,9,4
0,16,15,31,41,2,16,2
0,16,20,24,40,3,17,0
0,18,34,24,44,3,7,2
0,15,21,10,45,2,12,0
0,18,33,14,23,3,0,0
0,18,10,37,45,3,17,4
0,16,26,21,19,1,11,0
0,16,38,10,11,3,17,0
0,17,5,2,37,2,6,2
0,16,32,35,31,2,7,0
1,17,38,3,46,1,8,4
0,17,19,6,37,2,4,0
0,18,17,13,37,1,4,0
0,17,1,7,9,2,6,4
0,18,23,13,34,1,1,0
0,16,12,19,32,3,14,0
0,16,21,16,24,3,14,0
1,18,17,26,44,3,3,5
0,15,10,37,30,3,18,0
0,19,15,20,37,2,1,2
0,17,10,24,31,2,8,0
0,18,11,14,7,3,1,4
0,19,10,36,31,3,14,0
0,19,24,20,40,3,3,4
0,17,33,40,23,2,9,0
0,16,3,6,36,3,3,0
0,17,25,0,7,2,1,0
0,18,19,0,46,3,18,0
0,18,13,5,19,2,16,4
0,17,21,14,0,2,15,0
0,18,6,2,48,3,13,3
0,17,25,27,42,3,9,0
0,18,35,16,34,3,19,0
0,18,29,40,12,3,15,0
0,18,38,10,27,2,4,3
0,17,14,3,47,3,14,3
0,16,19,12,36,1,2,0
0,17,7,34,31,3,17,0
0,18,11,23,39,2,5,2
0,18,24,1,17,3,13,0
1,17,8,1,7,1,5,2
0,16,15,12,9,2,10,1
1,18,8,21,14,1,5,4
0,18,20,42,23,2,14,4
0,16,21,5,45,2,18,2
0,17,8,28,42,2,6,4
0,17,0,40,29,2,8,3
0,17,19,7,44,3,7,3
1,16,7,19,15,2,1,5
0,18,28,12,19,3,13,2
0,18,39,22,3,2,17,4
0,18,39,41,44,2,2,3
0,18,38,19,34,2,8,0
0,17,9,38,45,3,17,0
1,19,8,39,18,3,7,5
0,16,21,27,19,3,7,3
0,16,0,31,4,2,1,0
0,17,24,11,1,3,12,0
0,17,22,27,0,3,10,1
0,18,23,33,12,3,18,3
0,16,38,31,4,2,8,2
0,18,17,27,27,2,15,3
0,18,3,27,18,2,19,2
0,17,4,35,37,3,17,0
0,16,37,7,48,2,5,0
1,16,31,8,19,3,8,5
0,17,38,42,49,3,17,0
0,18,32,28,21,3,16,3
0,16,24,4,13,2,11,0
0,17,15,2,44,3,0,0
1,0,27,42,20,3,2,5
0,17,0,17,44,2,16,5
0,17,5,16,21,3,9,3
0,17,28,26,48,2,9,4
0,18,15,38,41,2,3,4
0,18,17,33,26,3,7,4
0,13,34,15,23,2,13,0
0,15,27,26,19,2,0,0
0,18,33,27,19,2,14,0
0,18,33,5,11,2,0,0
